Movie ID,Movie Title,Year,Director,Duration,Language,Country,Rating,Actor 1,Actor 2,Actor 3,Budget,Gross,Genre,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Number of Critics,Votes,IMDB Link,IMDB Score,Aspect Ratio,Color
5438,Secret Window ,2004,David Koepp,96,English,USA,PG-13,Johnny Depp,Charles S. Dutton,Timothy Hutton,US$40000000.00,US$47781388.00,Action|Comedy,Action,Comedy,,,,195,147504,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,6.6,2.35,Color
5581,The Lake House ,2006,Alejandro Agresti,99,English,USA,PG,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,US$40000000.00,US$52320979.00,Comedy,Comedy,,,,,175,114321,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,6.8,2.35,Color
5584,The Skeleton Key ,2005,Iain Softley,104,English,USA,PG-13,Gena Rowlands,Deneen Tyler,Joy Bryant,US$43000000.00,US$47806295.00,Comedy,Comedy,,,,,193,87447,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,6.5,2.35,Black and White
5596,The Odd Life of Timothy Green ,2012,Peter Hedges,105,English,USA,PG,Jennifer Garner,Odeya Rush,Common,US$25000000.00,US$51853450.00,Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,169,37398,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,6.6,1.85,Color
5737,Made of Honor ,2008,Paul Weiland,101,English,USA,PG-13,Busy Philipps,Beau Garrett,Kevin Sussman,US$40000000.00,US$46012734.00,Documentary|Horror,Documentary,Horror,,,,128,54421,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,5.8,2.35,Color
5839,Jersey Boys ,2014,Clint Eastwood,134,English,USA,R,Johnny Cannizzaro,Steve Schirripa,Scott Vance,US$40000000.00,US$47034272.00,Adventure|Drama,Adventure,Drama,,,,249,25465,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,6.9,2.35,Color
5840,The Rainmaker ,1997,Francis Ford Coppola,135,English,USA,PG-13,Matt Damon,Dean Stockwell,Virginia Madsen,US$40000000.00,US$45856732.00,Comedy|Drama,Comedy,Drama,,,,91,46221,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,7.1,2.35,Color
5961,Gothika ,2003,Mathieu Kassovitz,98,English,USA,R,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,US$40000000.00,US$59588068.00,Action|Thriller,Action,Thriller,,,,207,89557,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,5.8,1.85,Color
5968,Amistad ,1997,Steven Spielberg,155,English,USA,R,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,US$36000000.00,US$44175394.00,Comedy|Crime|Drama,Comedy,Crime,Drama,,,77,56509,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,7.2,1.85,Color
6180,Medicine Man ,1992,John McTiernan,106,English,USA,PG-13,Lorraine Bracco,José Wilker,Sean Connery,US$40000000.00,US$45500797.00,Crime|Drama,Crime,Drama,,,,25,17443,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,6,2.35,Color
6235,Aliens vs. Predator: Requiem ,2007,Colin Strause,102,English,USA,R,Sam Trammell,Johnny Lewis,Ian Whyte,US$40000000.00,US$41797066.00,Drama|War,Drama,War,,,,211,92789,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,4.7,2.35,Color
6238,Ri¢hie Ri¢h ,1994,Donald Petrie,95,English,USA,PG,Macaulay Culkin,John Larroquette,Jonathan Hyde,US$40000000.00,US$38087756.00,Comedy|Drama|Romance,Comedy,Drama,Romance,,,19,49612,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,5.2,1.85,Color
6270,Autumn in New York ,2000,Joan Chen,103,English,USA,PG-13,J.K. Simmons,Sam Trammell,Elaine Stritch,US$40000000.00,US$37752931.00,Drama|Fantasy,Drama,Fantasy,,,,101,20201,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,5.5,1.85,Color
6352,Music and Lyrics ,2007,Marc Lawrence,95,English,USA,PG-13,Brad Garrett,Scott Porter,Haley Bennett,US$40634123.00,US$50562555.00,Drama,Drama,,,,,175,81334,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,6.5,1.85,Color
6406,Paul ,2011,Greg Mottola,109,English,USA,R,Bobby Lee,Nelson Ascencio,Jeremy Owen,US$40000000.00,US$37371385.00,Horror,Horror,,,,,342,192462,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,7,2.35,Color
6475,The Guilt Trip ,2012,Anne Fletcher,95,English,USA,PG-13,Miriam Margolyes,Tom Virtue,Julene Renee,US$40000000.00,US$37101011.00,Comedy,Comedy,,,,,147,30394,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,5.8,2.35,Color
6481,Scream 4,2011,Wes Craven,111,English,USA,R,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,US$40000000.00,US$38176892.00,Comedy|Drama,Comedy,Drama,,,,420,104119,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,6.2,2.35,Color
6560,8MM,1999,Joel Schumacher,123,English,Germany,R,Nicolas Cage,Chris Bauer,Anthony Heald,US$40000000.00,US$36283504.00,Action|Comedy,Action,Comedy,,,,138,104564,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,6.5,2.35,Color
6614,The Doors ,1991,Oliver Stone,140,English,USA,R,Michael Wincott,Kevin Dillon,Kathleen Quinlan,US$38000000.00,US$35183792.00,Comedy|Crime,Comedy,Crime,,,,82,68159,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,7.2,2.35,Color
6659,Sex Tape ,2014,Jake Kasdan,94,English,USA,R,James Wilcox,Randall Park,Nat Faxon,US$40000000.00,US$38543473.00,Comedy|Horror|Sci-Fi,Comedy,Horror,Sci-Fi,,,201,84382,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,5.1,1.85,Color
6671,Hanging Up ,2000,Diane Keaton,94,English,Germany,PG-13,Adam Arkin,Celia Weston,Jesse James,US$60000000.00,US$36037909.00,Drama,Drama,,,,,82,10132,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,4.7,1.85,Color
6678,Final Destination 5,2011,Steven Quale,92,English,USA,R,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,US$40000000.00,US$42575718.00,Drama|Sci-Fi,Drama,Sci-Fi,,,,277,83788,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,5.9,2.35,Color
6812,Mickey Blue Eyes ,1999,Kelly Makin,102,English,UK,PG-13,Jeanne Tripplehorn,Burt Young,Vincent Pastore,US$40000000.00,US$33864342.00,Action|Comedy|Thriller,Action,Comedy,Thriller,,,90,29968,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,5.8,1.85,Color
6817,Pay It Forward ,2000,Mimi Leder,123,English,USA,PG-13,Kevin Spacey,Haley Joel Osment,Angie Dickinson,US$40000000.00,US$33508922.00,Adventure|Drama,Adventure,Drama,,,,157,95860,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,7.2,1.85,Color
6966,Fever Pitch ,2005,Bobby Farrelly,104,English,USA,PG-13,Jimmy Fallon,KaDee Strickland,Ione Skye,US$30000000.00,US$42071069.00,Action|Crime|Fantasy|Sci-Fi|Thriller,Action,Crime,Fantasy,Sci-Fi,Thriller,124,36223,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,6.2,2.35,Color
6974,Drillbit Taylor ,2008,Steven Brill,102,English,USA,PG-13,Lisa Ann Walter,Shaun Weiss,Matt Walsh,US$40000000.00,US$32853640.00,Comedy|Crime,Comedy,Crime,,,,146,50199,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,5.7,2.35,Color
7004,A Million Ways to Die in the West ,2014,Seth MacFarlane,136,English,USA,R,Liam Neeson,Charlize Theron,Seth MacFarlane,US$40000000.00,US$42615685.00,Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,303,136093,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,6.1,2.35,Color
7012,The Shadow ,1994,Russell Mulcahy,93,English,USA,PG-13,Jonathan Winters,Peter Boyle,John Kapelos,US$25000000.00,US$32055248.00,Comedy|Fantasy,Comedy,Fantasy,,,,70,18723,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,6,1.85,Color
7018,Extremely Loud & Incredibly Close ,2011,Stephen Daldry,129,English,USA,PG-13,Tom Hanks,Thomas Horn,Stephen Henderson,US$40000000.00,US$31836745.00,Crime|Drama|Thriller,Crime,Drama,Thriller,,,283,81298,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,6.9,2.35,Color
7028,Morning Glory ,2010,Roger Michell,107,English,USA,PG-13,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,US$40000000.00,US$30993544.00,Comedy|Crime,Comedy,Crime,,,,212,58871,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,6.5,2.35,Color
7032,Get Rich or Die Tryin' ,2005,Jim Sheridan,117,English,USA,R,50 Cent,Bill Duke,Marc John Jefferies,US$40000000.00,US$30981850.00,Drama|Romance|Thriller,Drama,Romance,Thriller,,,98,35834,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,5,2.35,Color
7044,The Art of War ,2000,Christian Duguay,116,English,USA,R,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,US$40000000.00,US$30199105.00,Crime|Drama|Mystery|Romance|Thriller,Crime,Drama,Mystery,Romance,Thriller,110,25346,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,5.7,2.35,Color
7045,Rent ,2005,Chris Columbus,135,English,USA,PG-13,Rosario Dawson,David Fine,Jesse L. Martin,US$40000000.00,US$29077547.00,Children|Fantasy,Children,Fantasy,,,,146,41685,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,7,2.35,Color
7119,Bless the Child ,2000,Chuck Russell,107,English,USA,R,Rufus Sewell,Jimmy Smits,Angela Bettis,US$40000000.00,US$29374178.00,Comedy,Comedy,,,,,100,12093,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,5.1,2.35,Color
7193,The Out-of-Towners ,1999,Sam Weisman,90,English,USA,PG-13,Oliver Hudson,Valerie Perri,Carlease Burke,US$40000000.00,US$28535768.00,Action|Comedy,Action,Comedy,,,,62,10446,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,5.3,1.85,Color
7313,The Island of Dr. Moreau ,1996,John Frankenheimer,99,English,USA,PG-13,Marlon Brando,Temuera Morrison,Marco Hofschneider,US$40000000.00,US$27663982.00,Action|Adventure,Action,Adventure,,,,70,26051,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,4.4,2.35,Color
7487,The Musketeer ,2001,Peter Hyams,104,English,Germany,PG-13,Catherine Deneuve,Justin Chambers,Stephen Rea,US$40000000.00,US$27053815.00,Drama,Drama,,,,,107,12856,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,4.7,2.35,Color
7489,The Other Boleyn Girl ,2008,Justin Chadwick,115,English,UK,PG-13,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,US$35000000.00,US$26814957.00,Comedy|Drama,Comedy,Drama,,,,169,84357,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,6.7,1.85,Color
7701,Sweet November ,2001,Pat O'Connor,119,English,USA,PG-13,Keanu Reeves,Charlize Theron,Frank Langella,US$40000000.00,US$25178165.00,Comedy|Romance,Comedy,Romance,,,,94,70292,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,6.7,1.85,Color
7781,The Reaping ,2007,Stephen Hopkins,99,English,USA,R,Stephen Rea,Andrea Frankle,William Ragsdale,US$40000000.00,US$25117498.00,Comedy,Comedy,,,,,190,37412,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,5.7,2.35,Color
7791,Mean Streets ,1973,Martin Scorsese,112,English,USA,R,Robert De Niro,David Carradine,David Proval,US$500000.00,US$32645.00,Crime|Thriller,Crime,Thriller,,,,112,67797,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,7.4,1.85,Color
7951,Renaissance Man ,1994,Penny Marshall,128,English,USA,PG-13,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,US$40000000.00,US$24332324.00,Fantasy|Horror,Fantasy,Horror,,,,12,13830,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,6.1,1.85,Color
8092,Colombiana ,2011,Olivier Megaton,112,English,France,PG-13,Jordi Mollà,Callum Blue,Jesse Borrego,US$40000000.00,US$36665854.00,Drama|Horror|Sci-Fi,Drama,Horror,Sci-Fi,,,201,76498,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,6.4,2.35,Color
8225,The Magic Sword: Quest for Camelot ,1998,Frederik Du Chau,86,English,USA,G,Gary Oldman,Jaleel White,Eric Idle,US$40000000.00,US$22717758.00,Horror,Horror,,,,,34,11156,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,6.2,1.85,Color
8493,City by the Sea ,2002,Michael Caton-Jones,108,English,USA,R,Robert De Niro,James Franco,John Doman,US$60000000.00,US$22433915.00,Action|Drama|War,Action,Drama,War,,,104,21319,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,6.2,2.35,Color
8893,At First Sight ,1999,Irwin Winkler,128,English,USA,PG-13,Mira Sorvino,Nathan Lane,Steven Weber,US$60000000.00,US$22326247.00,Comedy|Horror,Comedy,Horror,,,,55,11232,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,5.9,1.85,Black and White
26680,Torque ,2004,Joseph Kahn,84,English,USA,PG-13,Dane Cook,Jay Hernandez,Christina Milian,US$40000000.00,US$21176322.00,Comedy|Musical|Romance,Comedy,Musical,Romance,,,86,23747,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,4,2.35,Color
26688,City Hall ,1996,Harold Becker,111,English,USA,R,Al Pacino,Martin Landau,Bridget Fonda,US$40000000.00,US$20300000.00,Action|Crime|Drama,Action,Crime,Drama,,,50,16741,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,6.2,1.85,Color
26689,Showgirls ,1995,Paul Verhoeven,131,English,France,NC-17,Bobbie Phillips,Elizabeth Berkley,Robert Davi,US$45000000.00,US$20302961.00,Drama,Drama,,,,,181,49874,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,4.6,2.35,Color
26693,Marie Antoinette ,2006,Sofia Coppola,123,English,USA,PG-13,Kirsten Dunst,Shirley Henderson,Rip Torn,US$40000000.00,US$15962471.00,Drama|Fantasy|Horror|Mystery|Thriller,Drama,Fantasy,Horror,Mystery,Thriller,260,79892,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,6.4,1.85,Color
26694,Kiss of Death ,1995,Barbet Schroeder,101,English,USA,R,Nicolas Cage,Michael Rapaport,Philip Baker Hall,US$40000000.00,US$14942422.00,Drama,Drama,,,,,40,14226,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,5.9,1.85,Color
26696,Get Carter ,2000,Stephen Kay,102,English,USA,R,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,US$40000000.00,US$14967182.00,Action,Action,,,,,102,27305,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,5.1,2.35,Color
26700,The Impossible ,2012,J.A. Bayona,114,English,Spain,PG-13,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,US$45000000.00,US$18996755.00,Comedy|Crime,Comedy,Crime,,,,371,145270,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,7.6,2.35,Color
26704,Ishtar ,1987,Elaine May,107,English,USA,PG-13,Carol Kane,Warren Beatty,Isabelle Adjani,US$51000000.00,US$14375181.00,Crime|Drama|Thriller,Crime,Drama,Thriller,,,49,8692,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,4.2,1.85,Color
26713,Fantastic Mr. Fox ,2009,Wes Anderson,87,English,USA,PG,Bill Murray,Meryl Streep,Helen McCrory,US$40000000.00,US$20999103.00,Drama|Romance,Drama,Romance,,,,335,139114,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,7.8,1.85,Color
26750,Life or Something Like It ,2002,Stephen Herek,103,English,USA,PG-13,Angelina Jolie Pitt,Stockard Channing,James Gammon,US$40000000.00,US$14448589.00,Adventure|Drama|Western,Adventure,Drama,Western,,,86,19364,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,5.8,2.35,Color
32943,Memoirs of an Invisible Man ,1992,John Carpenter,99,English,USA,PG-13,Richard Epcar,Michael McKean,Patricia Heaton,US$40000000.00,US$14358033.00,Comedy|Drama,Comedy,Drama,,,,40,17365,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,5.9,2.35,Color
60189,Amélie ,2001,Jean-Pierre Jeunet,122,French,France,R,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,US$77000000.00,US$33201661.00,Comedy,Comedy,,,,,242,534262,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,8.4,2.35,Black and White
69506,New York Minute ,2004,Dennie Gordon,91,English,USA,PG,Mary-Kate Olsen,Bob Saget,Riley Smith,US$30000000.00,US$14018364.00,Horror,Horror,,,,,70,17722,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,4.8,1.85,Color
70946,Alfie ,2004,Charles Shyer,103,English,UK,R,Omar Epps,Nia Long,Jane Krakowski,US$60000000.00,US$13395939.00,Fantasy|Horror,Fantasy,Horror,,,,135,43442,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,6.2,1.85,Color
93040,Big Miracle ,2012,Ken Kwapis,107,English,USA,PG,Ted Danson,Tim Blake Nelson,Andrew Daly,US$40000000.00,US$20113965.00,Documentary|War,Documentary,War,,,,125,15231,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,6.5,2.35,Color
103621,The Deep End of the Ocean ,1999,Ulu Grosbard,106,English,USA,PG-13,Alexa PenaVega,Treat Williams,Jonathan Jackson,US$40000000.00,US$13376506.00,Horror|Sci-Fi,Horror,Sci-Fi,,,,54,10413,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,6.3,1.85,Color
589,Feardotcom ,2002,William Malone,101,English,UK,R,Natascha McElhone,Jeffrey Combs,Udo Kier,US$42000000.00,US$13208023.00,Action|Sci-Fi,Action,Sci-Fi,,,,104,17309,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,3.3,2.35,Color
593,Cirque du Freak: The Vampire's Assistant ,2009,Paul Weitz,109,English,USA,PG-13,Josh Hutcherson,Salma Hayek,Patrick Fugit,US$40000000.00,US$13838130.00,Crime|Horror|Thriller,Crime,Horror,Thriller,,,157,35990,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,5.9,2.35,Color
595,Duplex ,2003,Danny DeVito,89,English,USA,PG-13,Justin Theroux,Amber Valletta,Harvey Fierstein,US$40000000.00,US$9652000.00,Animation|Children|Fantasy|Musical|Romance|IMAX,Animation,Children,Fantasy,Musical,Romance,78,46205,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,5.8,1.85,Color
1027,Soul Men ,2008,Malcolm D. Lee,100,English,USA,R,Bernie Mac,Sean Hayes,Mike Epps,US$4528495.00,US$12081447.00,Adventure|Drama,Adventure,Drama,,,,88,7794,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,6.5,2.35,Color
1093,Raise the Titanic ,1980,Jerry Jameson,119,English,UK,PG,M. Emmet Walsh,Jason Robards,Anne Archer,US$36000000.00,US$7000000.00,Drama,Drama,,,,,32,2933,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,4.7,2.35,Color
1107,Universal Soldier: The Return ,1999,Mic Rodgers,83,English,USA,R,Michael Jai White,Daniel von Bargen,Xander Berkeley,US$24000000.00,US$10431220.00,Comedy,Comedy,,,,,75,24216,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,4.1,1.85,Color
1126,Pandorum ,2009,Christian Alvart,108,English,Germany,R,Norman Reedus,Dennis Quaid,Eddie Rouse,US$33000000.00,US$10326062.00,Comedy|Fantasy,Comedy,Fantasy,,,,219,121432,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,6.8,2.35,Color
1175,Impostor ,2001,Gary Fleder,102,English,USA,R,Gary Dourdan,Mekhi Phifer,Tim Guinee,US$40000000.00,US$6114237.00,Comedy|Drama|Romance,Comedy,Drama,Romance,,,83,19986,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,6.2,1.85,Color
1176,Extreme Ops ,2002,Christian Duguay,93,English,UK,PG-13,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,US$40000000.00,US$4835968.00,Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,53,4821,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,4.5,2.35,Color
1180,Just Visiting ,2001,Jean-Marie Poiré,84,English,France,PG-13,Bridgette Wilson-Sampras,Matt Ross,John Aylward,US$40000000.00,US$4777007.00,Comedy,Comedy,,,,,61,15130,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,5.8,2.35,Color
1184,Sunshine ,2007,Danny Boyle,107,English,UK,R,Chris Evans,Benedict Wong,Troy Garity,US$26000000.00,US$3675072.00,Comedy|Drama,Comedy,Drama,,,,308,190132,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,7.3,2.35,Color
1191,A Thousand Words ,2012,Brian Robbins,91,English,USA,PG-13,John Gatins,Lou Saliba,Greg Collins,US$40000000.00,US$18438149.00,Documentary|Musical,Documentary,Musical,,,,70,30842,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,5.9,2.35,Color
1271,Delgo ,2008,Marc F. Adler,94,English,USA,PG,Eric Idle,Anne Bancroft,Kelly Ripa,US$40000000.00,US$511920.00,Comedy|Crime|Drama,Comedy,Crime,Drama,,,41,2458,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,4.4,1.85,Color
1279,The Gunman ,2015,Pierre Morel,115,English,USA,R,Ray Winstone,Mark Rylance,Jasmine Trinca,US$40000000.00,US$10640645.00,Comedy|Drama,Comedy,Drama,,,,224,28429,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,5.8,2.35,Color
1280,Alex Rider: Operation Stormbreaker ,2006,Geoffrey Sax,93,English,Germany,PG,Alex Pettyfer,Sophie Okonedo,Ashley Walters,US$40000000.00,US$652526.00,Drama,Drama,,,,,66,20201,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,5.1,2.35,Color
1306,Disturbia ,2007,D.J. Caruso,105,English,USA,PG-13,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,US$20000000.00,US$80050171.00,Adventure|Drama|Sci-Fi,Adventure,Drama,Sci-Fi,,,253,186982,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,6.9,1.85,Color
1336,Disturbia ,2007,D.J. Caruso,105,English,USA,PG-13,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,US$20000000.00,US$80050171.00,Horror|Thriller,Horror,Thriller,,,,253,186984,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,6.9,1.85,Color
1343,Hackers ,1995,Iain Softley,107,English,USA,PG-13,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,US$20000000.00,US$7564000.00,Thriller,Thriller,,,,,79,54650,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,6.2,2.35,Color
1372,The Hunting Party ,2007,Richard Shepard,101,English,USA,R,James Brolin,Zan Marolt,Ljubomir Kerekes,US$25000000.00,US$876671.00,Action|Mystery|Sci-Fi,Action,Mystery,Sci-Fi,,,94,22010,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,6.9,2.35,Color
1611,The Hudsucker Proxy ,1994,Joel Coen,111,English,UK,PG,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,US$30000000.00,US$2869369.00,Drama|Romance,Drama,Romance,,,,77,65474,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,7.3,1.85,Black and White
1973,The Warlords ,2007,Peter Ho-Sun Chan,113,Mandarin,Hong Kong,R,Jet Li,Takeshi Kaneshiro,Andy Lau,US$40000000.00,US$128978.00,Horror,Horror,,,,,106,22897,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,7.1,2.35,Color
1993,Nomad: The Warrior ,2005,Sergey Bodrov,112,Kazakh,France,R,Jay Hernandez,Kuno Becker,Jason Scott Lee,US$25000000.00,US$77231.00,Comedy|Horror|Thriller,Comedy,Horror,Thriller,,,30,3322,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,6,2.35,Color
2024,Snowpiercer ,2013,Joon-ho Bong,126,English,South Korea,R,Chris Evans,Ewen Bremner,Kang-ho Song,US$39200000.00,US$4563029.00,Drama|Mystery,Drama,Mystery,,,,488,181472,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,7,1.85,Color
2094,A Monster in Paris ,2011,Bibo Bergeron,90,French,France,PG,Adam Goldberg,Bob Balaban,François Cluzet,US$25000000.00,US$26620039.00,Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,63,15790,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,6.8,1.85,Color
2108,The Last Shot ,2004,Jeff Nathanson,93,English,USA,R,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,US$8358966.00,US$463730.00,Comedy|Romance,Comedy,Romance,,,,42,3789,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,5.7,1.85,Color
2112,The Crow ,1994,Alex Proyas,98,English,USA,R,Michael Wincott,Bai Ling,David Patrick Kelly,US$23000000.00,US$50693162.00,Crime|Drama,Crime,Drama,,,,118,136580,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,7.6,1.85,Color
2124,Baahubali: The Beginning ,2015,S.S. Rajamouli,159,Telugu,India,Not Rated,Tamannaah Bhatia,Anushka Shetty,Prabhas,US$18026148.00,US$6498000.00,Children|Comedy|Fantasy,Children,Comedy,Fantasy,,,44,62756,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,8.4,1.85,Color
2142,The Time Traveler's Wife ,2009,Robert Schwentke,107,English,USA,PG-13,Arliss Howard,Brooklynn Proulx,Michelle Nolden,US$39000000.00,US$63411478.00,Adventure|Animation|Children|Musical|Western,Adventure,Animation,Children,Musical,Western,214,114925,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,7.1,2.35,Color
2265,Because I Said So ,2007,Michael Lehmann,102,English,USA,PG-13,Colin Ferguson,Stephen Collins,Tom Everett Scott,US$25458697.00,US$42640890.00,Adventure|Comedy,Adventure,Comedy,,,,110,32412,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,5.6,1.85,Color
2266,Frankenweenie ,2012,Tim Burton,87,English,USA,PG,Martin Landau,Catherine O'Hara,Atticus Shaffer,US$39000000.00,US$35287788.00,Comedy|Romance,Comedy,Romance,,,,370,73886,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,7,1.85,Black and White
